course_id,course_title,course_description,career_path,career_level,sector,job_role,primary_skill,secondary_skills,difficulty_level,duration_hours,provider,prerequisites,learning_outcomes,career_progression_target
C0186,Cloud Engineer - Practical Applications,Comprehensive mid-level course for Cloud Engineer professionals focusing on Infrastructure Design and related competencies,DevOps Engineering,mid,Arts,Cloud Engineer,Infrastructure Design,"Business Acumen, Data Analytics, Programming and Coding, Arts Curriculum Design, Aircraft Sensing Components Maintenance, Green Manufacturing Design and Implementation, Systems Thinking",Intermediate,39,LinkedIn Learning,Completion of mid level requirements,"Master Infrastructure Design, develop 7 supporting skills, advance to mid proficiency",Senior level roles
C0187,Cloud Engineer - Leadership Skills,Comprehensive mid-level course for Cloud Engineer professionals focusing on Financial Modelling and related competencies,DevOps Engineering,mid,Accountancy,Cloud Engineer,Financial Modelling,"Programming and Coding, Business Acumen, Data Analytics, Green Manufacturing Design and Implementation, Arts Curriculum Design, Aircraft Sensing Components Maintenance",Intermediate,38,Coursera,Completion of mid level requirements,"Master Financial Modelling, develop 6 supporting skills, advance to mid proficiency",Senior level roles
C0188,Senior DevOps Engineer - Fundamentals,Comprehensive senior-level course for Senior DevOps Engineer professionals focusing on Engagement Quality Control and related competencies,DevOps Engineering,senior,Agrifood,Senior DevOps Engineer,Engagement Quality Control,"Financial Modelling, Aviation Legislation Compliance, Project Execution and Control, Multimedia Operations, Infrastructure Design, Farm Biosecurity Compliance and Management, Cyber Security",Expert,75,MasterClass,Completion of senior level requirements,"Master Engagement Quality Control, develop 7 supporting skills, advance to senior proficiency",Leadership roles
C0189,Senior DevOps Engineer - Advanced Concepts,Comprehensive senior-level course for Senior DevOps Engineer professionals focusing on Change Management and related competencies,DevOps Engineering,senior,Aerospace,Senior DevOps Engineer,Change Management,"Aviation Legislation Compliance, Project Execution and Control, Financial Modelling, Infrastructure Design, Cyber Security, Multimedia Operations, Farm Biosecurity Compliance and Management",Advanced,88,edX,Completion of senior level requirements,"Master Change Management, develop 7 supporting skills, advance to senior proficiency",Leadership roles
C0190,Senior DevOps Engineer - Practical Applications,Comprehensive senior-level course for Senior DevOps Engineer professionals focusing on Engagement Quality Control and related competencies,DevOps Engineering,senior,Agrifood,Senior DevOps Engineer,Engagement Quality Control,"Cyber Security, Infrastructure Design, Multimedia Operations, Farm Biosecurity Compliance and Management",Advanced,85,edX,Completion of senior level requirements,"Master Engagement Quality Control, develop 4 supporting skills, advance to senior proficiency",Leadership roles
C0191,Senior DevOps Engineer - Leadership Skills,Comprehensive senior-level course for Senior DevOps Engineer professionals focusing on Disruption Management and related competencies,DevOps Engineering,senior,Agrifood,Senior DevOps Engineer,Disruption Management,"Farm Biosecurity Compliance and Management, Aviation Legislation Compliance, Project Execution and Control, Multimedia Operations, Financial Modelling, Cyber Security",Advanced,66,Pluralsight,Completion of senior level requirements,"Master Disruption Management, develop 6 supporting skills, advance to senior proficiency",Leadership roles
C0192,Senior DevOps Engineer - Strategic Thinking,Comprehensive senior-level course for Senior DevOps Engineer professionals focusing on Business Process Management and related competencies,DevOps Engineering,senior,Aerospace,Senior DevOps Engineer,Business Process Management,"Financial Modelling, Farm Biosecurity Compliance and Management, Aviation Legislation Compliance, Multimedia Operations",Expert,115,edX,Completion of senior level requirements,"Master Business Process Management, develop 4 supporting skills, advance to senior proficiency",Leadership roles
C0193,Platform Engineer - Fundamentals,Comprehensive senior-level course for Platform Engineer professionals focusing on Change Management and related competencies,DevOps Engineering,senior,Accountancy,Platform Engineer,Change Management,"Infrastructure Design, Project Execution and Control, Multimedia Operations, Farm Biosecurity Compliance and Management, Aviation Legislation Compliance, Financial Modelling",Advanced,72,Udemy,Completion of senior level requirements,"Master Change Management, develop 6 supporting skills, advance to senior proficiency",Leadership roles
C0194,Platform Engineer - Advanced Concepts,Comprehensive senior-level course for Platform Engineer professionals focusing on Engagement Quality Control and related competencies,DevOps Engineering,senior,Arts,Platform Engineer,Engagement Quality Control,"Project Execution and Control, Infrastructure Design, Cyber Security, Financial Modelling, Aviation Legislation Compliance, Multimedia Operations, Farm Biosecurity Compliance and Management",Expert,110,edX,Completion of senior level requirements,"Master Engagement Quality Control, develop 7 supporting skills, advance to senior proficiency",Leadership roles
C0195,Platform Engineer - Practical Applications,Comprehensive senior-level course for Platform Engineer professionals focusing on Business Process Management and related competencies,DevOps Engineering,senior,Aerospace,Platform Engineer,Business Process Management,"Farm Biosecurity Compliance and Management, Project Execution and Control, Infrastructure Design, Financial Modelling, Cyber Security, Multimedia Operations",Expert,113,Udemy,Completion of senior level requirements,"Master Business Process Management, develop 6 supporting skills, advance to senior proficiency",Leadership roles
C0196,Platform Engineer - Leadership Skills,Comprehensive senior-level course for Platform Engineer professionals focusing on Risk Advisory and related competencies,DevOps Engineering,senior,Accountancy,Platform Engineer,Risk Advisory,"Farm Biosecurity Compliance and Management, Aviation Legislation Compliance, Multimedia Operations, Cyber Security, Project Execution and Control, Financial Modelling",Advanced,72,LinkedIn Learning,Completion of senior level requirements,"Master Risk Advisory, develop 6 supporting skills, advance to senior proficiency",Leadership roles
C0197,Platform Engineer - Strategic Thinking,Comprehensive senior-level course for Platform Engineer professionals focusing on Change Management and related competencies,DevOps Engineering,senior,Accountancy,Platform Engineer,Change Management,"Multimedia Operations, Cyber Security, Farm Biosecurity Compliance and Management, Aviation Legislation Compliance",Expert,99,Coursera,Completion of senior level requirements,"Master Change Management, develop 4 supporting skills, advance to senior proficiency",Leadership roles
C0198,Infrastructure Architect - Fundamentals,Comprehensive senior-level course for Infrastructure Architect professionals focusing on Risk Advisory and related competencies,DevOps Engineering,senior,Accountancy,Infrastructure Architect,Risk Advisory,"Multimedia Operations, Infrastructure Design, Financial Modelling, Project Execution and Control",Advanced,67,Pluralsight,Completion of senior level requirements,"Master Risk Advisory, develop 4 supporting skills, advance to senior proficiency",Leadership roles
C0199,Infrastructure Architect - Advanced Concepts,Comprehensive senior-level course for Infrastructure Architect professionals focusing on Business Process Management and related competencies,DevOps Engineering,senior,Arts,Infrastructure Architect,Business Process Management,"Multimedia Operations, Farm Biosecurity Compliance and Management, Project Execution and Control, Cyber Security, Aviation Legislation Compliance, Financial Modelling, Infrastructure Design",Advanced,87,Internal Training,Completion of senior level requirements,"Master Business Process Management, develop 7 supporting skills, advance to senior proficiency",Leadership roles
C0200,Infrastructure Architect - Practical Applications,Comprehensive senior-level course for Infrastructure Architect professionals focusing on Risk Advisory and related competencies,DevOps Engineering,senior,Agrifood,Infrastructure Architect,Risk Advisory,"Infrastructure Design, Multimedia Operations, Aviation Legislation Compliance, Financial Modelling",Advanced,77,Udemy,Completion of senior level requirements,"Master Risk Advisory, develop 4 supporting skills, advance to senior proficiency",Leadership roles
